C,SF,S,QP,W,SP,F,WB,T,CT,SPB,FT,FL,FD,ST,A,CS
960.0,240.0,764.7,0.0,234.0,45.0,78.0,0.2,23,1,1,1,13.0,0.2,1,28,154.8
936.0,140.4,1170.0,0.0,224.64,28.08,7.488,0.21,23,1,1,3,12.0,0.038,1,28,154.8
853.0,170.6,1023.6,255.9,196.19,29.86,51.18,0.19,23,1,1,6,12.0,0.2,1,7,154.7
853.0,170.6,1023.6,255.9,196.19,29.86,8.53,0.19,23,1,1,6,8.0,0.2,1,14,154.7
998.8,176.25,1010.1,0.0,141.0,75.2,0.0,0.12,23,1,1,0,0.0,0.0,1,14,153.3
1116.7,390.85,625.35,0.0,212.17,23.45,44.668,0.14,23,1,1,6,13.0,0.2,1,7,153.2
850.0,212.5,935.0,255.0,212.5,21.2,2.55,0.2,23,1,1,4,9.0,0.013,1,28,153.2
828.0,207.0,911.0,248.0,186.4,21.0,24.84,0.18,23,1,1,4,10.0,0.44,1,7,153.0
788.0,197.0,866.8,315.0,173.0,14.77,15.76,0.18,23,1,1,6,6.0,0.16,1,14,152.8
788.0,197.0,866.8,315.0,173.0,14.77,19.7,0.18,23,1,1,6,6.0,0.16,1,7,152.6
960.0,240.0,773.8,0.0,234.0,45.0,58.5,0.2,23,1,1,1,13.0,0.2,1,28,152.5
784.0,261.0,1045.0,0.0,171.0,20.9,23.52,0.16,23,1,1,6,13.0,0.2,1,28,152.0
998.8,176.25,981.9,0.0,164.5,50.5,9.988,0.14,23,1,1,5,13.0,0.018,1,14,152.0
960.0,240.0,771.9,0.0,234.0,45.0,58.5,0.2,23,1,1,1,13.0,0.2,1,28,151.8
1000.0,250.0,1000.0,0.0,200.0,50.0,5.0,0.16,23,1,1,4,12.0,0.018,1,28,151.8
998.8,176.25,954.5,0.0,141.0,81.7,14.982,0.12,23,1,1,5,13.0,0.018,1,7,151.7
900.0,108.0,1000.0,0.0,161.28,18.0,0.0,0.16,23,1,1,0,0.0,0.0,1,28,151.0
853.0,170.6,1023.6,255.9,196.19,29.86,25.59,0.19,23,1,1,6,16.0,0.2,1,7,150.5
741.0,185.0,815.0,259.0,185.0,9.0,14.82,0.2,23,1,1,6,13.0,0.2,1,91,150.4
936.0,140.4,1170.0,0.0,224.64,28.08,3.744,0.21,23,1,1,3,12.0,0.038,1,28,150.3
960.0,240.0,960.0,0.0,207.0,24.0,76.8,0.17,23,1,1,6,13.0,0.18,1,28,150.2
788.0,197.0,866.8,315.0,173.0,14.77,15.76,0.18,23,1,1,6,13.0,0.16,1,7,150.2
800.0,267.0,1067.0,0.0,175.0,21.3,8.0,0.16,23,1,1,6,13.0,0.2,1,28,150.2
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,150.2
792.0,264.0,1056.0,0.0,173.0,21.1,156.0,0.16,20,1,1,1,13.0,0.2,1,28,150.13
960.0,240.0,780.5,0.0,234.0,45.0,39.0,0.2,23,1,1,1,13.0,0.2,1,28,150.1
960.0,240.0,793.7,0.0,234.0,45.0,0.0,0.2,23,1,1,0,0.0,0.0,1,56,150.1
810.0,90.0,1539.0,0.0,162.0,18.0,0.0,0.18,20,1,1,0,0.0,0.0,1,56,150.0
810.0,90.0,1539.0,0.0,162.0,18.0,0.0,0.18,20,1,1,0,0.0,0.0,1,56,150.0
850.0,212.5,935.0,255.0,212.5,21.2,0.85,0.2,23,1,1,4,9.0,0.013,1,28,149.8
1009.0,0.0,1231.0,0.0,201.8,34.2,0.0,0.2,21,1,1,0,0.0,0.0,1,90,149.7
958.55,50.45,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,149.6
853.0,170.6,1023.6,255.9,196.19,29.86,25.59,0.19,23,1,1,6,8.0,0.2,1,7,149.5
853.0,170.6,1023.6,255.9,196.19,29.86,0.0,0.19,23,1,1,0,0.0,0.0,1,14,149.5
960.0,240.0,754.0,0.0,234.0,45.0,14.4,0.2,23,1,1,6,6.0,0.16,1,7,149.2
960.0,240.0,698.3,0.0,234.0,78.0,14.4,0.2,23,1,1,5,13.0,0.018,1,7,149.0
958.55,50.45,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,149.0
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,149.0
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,148.9
800.0,267.0,1067.0,0.0,175.0,21.3,78.0,0.16,20,1,1,1,13.0,0.2,1,90,148.87
960.0,240.0,787.1,0.0,234.0,45.0,19.5,0.2,23,1,1,1,13.0,0.2,1,28,148.7
850.0,212.5,935.0,255.0,212.5,21.2,25.5,0.2,23,1,1,6,12.0,0.2,1,28,148.7
960.0,240.0,779.2,0.0,234.0,45.0,39.0,0.2,23,1,1,1,13.0,0.2,1,28,148.6
850.0,212.5,935.0,255.0,212.5,21.2,25.5,0.2,23,1,1,4,10.0,0.4,1,28,148.6
853.0,170.6,1023.6,255.9,196.19,29.86,25.59,0.19,23,1,1,6,12.0,0.2,1,7,148.4
1000.0,250.0,1000.0,0.0,200.0,50.0,15.0,0.16,23,1,1,4,12.0,0.018,1,28,148.4
958.55,50.45,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,148.4
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,148.2
1116.7,390.85,625.35,0.0,212.17,23.45,22.334,0.14,23,1,1,6,13.0,0.2,1,28,148.1
729.0,182.0,1150.0,0.0,182.0,27.0,156.0,0.2,20,1,1,1,13.0,0.2,1,28,148.0
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,148.0
784.0,261.0,1045.0,0.0,171.0,20.9,23.52,0.16,23,1,1,6,13.0,0.2,1,7,147.8
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,147.8
817.0,204.0,1102.0,0.0,204.0,25.0,156.0,0.2,23,1,1,1,13.0,0.2,1,28,147.5
998.8,176.25,998.0,0.0,164.5,49.4,4.994,0.14,23,1,1,5,13.0,0.018,1,14,147.5
800.0,100.0,980.0,200.0,200.0,9.6,0.0,0.22,20,1,1,0,0.0,0.0,1,28,147.3
850.0,212.5,935.0,255.0,212.5,21.2,25.5,0.2,23,1,1,4,10.0,0.44,1,28,147.2
833.0,208.0,1125.0,0.0,208.0,25.0,0.0,0.2,23,1,1,0,0.0,0.0,1,28,147.0
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,147.0
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,146.8
960.0,240.0,767.2,0.0,234.0,45.0,9.6,0.2,23,1,1,6,6.0,0.16,1,7,146.7
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,146.7
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,146.6
800.0,200.0,980.0,100.0,200.0,9.6,0.0,0.2,20,1,1,0,0.0,0.0,1,28,146.5
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,146.5
1116.7,390.85,625.35,0.0,212.17,23.45,0.0,0.14,23,1,1,0,0.0,0.0,1,28,146.5
874.9,43.7,1273.4,0.0,202.1,45.9,156.0,0.22,21,1,1,1,13.0,0.2,1,28,146.31
998.8,176.25,975.0,0.0,141.0,78.7,9.988,0.12,23,1,1,5,13.0,0.018,1,7,146.1
998.8,176.25,1013.9,0.0,164.5,49.4,0.0,0.14,23,1,1,0,0.0,0.0,1,14,146.1
630.0,70.0,1788.0,0.0,126.0,18.0,0.0,0.18,20,1,1,0,0.0,0.0,1,56,146.0
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,146.0
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,145.8
792.0,264.0,1056.0,0.0,173.0,21.1,15.84,0.16,23,1,1,6,13.0,0.2,1,28,145.7
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,145.6
825.0,206.0,1114.0,0.0,206.0,25.0,78.0,0.2,23,1,1,1,13.0,0.2,1,28,145.5
1076.77,286.23,1090.8,0.0,272.6,46.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,145.4
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,145.1
1116.7,390.85,625.35,0.0,212.17,23.45,55.835,0.14,23,1,1,6,13.0,0.2,1,7,145.0
800.0,267.0,1067.0,0.0,175.0,21.3,8.0,0.16,23,1,1,6,13.0,0.2,1,90,144.8
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,144.8
863.0,216.0,1079.0,0.0,194.22,43.16,8.63,0.18,23,1,1,6,13.0,0.2,1,28,144.7
828.0,207.0,911.0,248.0,186.4,21.0,0.0,0.18,23,1,1,0,0.0,0.0,1,28,144.6
850.0,212.5,935.0,255.0,212.5,21.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,144.6
960.0,240.0,786.4,0.0,234.0,45.0,19.5,0.2,23,1,1,1,13.0,0.2,1,28,144.5
792.0,264.0,1056.0,0.0,173.0,21.1,15.84,0.16,23,1,1,6,13.0,0.2,1,28,144.4
853.0,170.6,1023.6,255.9,196.19,29.86,8.53,0.19,23,1,1,6,16.0,0.2,1,7,144.2
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,144.1
741.0,185.0,815.0,259.0,185.0,9.0,156.0,0.2,30,1,1,1,13.0,0.2,1,7,144.0
960.0,240.0,798.8,0.0,234.0,39.0,9.6,0.2,23,1,1,5,13.0,0.018,1,7,143.7
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,143.7
792.0,264.0,1056.0,0.0,173.0,21.1,15.84,0.16,23,1,1,6,13.0,0.2,1,28,143.6
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,143.6
960.0,240.0,773.8,0.0,234.0,45.0,7.2,0.2,23,1,1,6,6.0,0.16,1,7,143.5
998.8,176.25,962.9,0.0,164.5,52.9,14.982,0.14,23,1,1,5,13.0,0.018,1,7,143.5
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,143.5
1116.7,390.85,625.35,0.0,212.17,23.45,0.0,0.14,23,1,1,0,0.0,0.0,1,28,143.5
998.8,176.25,930.6,0.0,164.5,55.2,24.97,0.14,23,1,1,5,13.0,0.018,1,7,143.2
998.8,176.25,946.8,0.0,164.5,54.1,19.976,0.14,23,1,1,5,13.0,0.018,1,7,143.2
900.0,220.0,1005.0,0.0,163.0,40.0,156.0,0.15,23,1,1,1,13.0,0.2,1,28,143.0
998.8,176.25,900.1,0.0,164.5,62.3,29.964,0.14,23,1,1,5,13.0,0.018,1,7,143.0
850.0,212.5,935.0,255.0,212.5,21.2,17.0,0.2,23,1,1,4,10.0,0.44,1,28,143.0
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,143.0
792.0,264.0,1056.0,0.0,173.0,21.1,15.84,0.16,23,1,1,6,13.0,0.2,1,7,142.8
1116.7,390.85,625.35,0.0,212.17,23.45,33.501,0.14,23,1,1,6,13.0,0.2,1,21,142.6
998.8,176.25,991.1,0.0,141.0,77.6,4.994,0.12,23,1,1,5,13.0,0.018,1,7,142.4
863.0,216.0,923.0,0.0,177.0,32.37,156.0,0.16,20,1,1,1,13.0,0.2,1,28,142.1
853.0,170.6,1023.6,255.9,196.19,29.86,8.53,0.19,23,1,1,6,8.0,0.2,1,7,142.1
853.0,170.6,1023.6,255.9,196.19,29.86,8.53,0.19,23,1,1,6,12.0,0.2,1,7,142.1
850.0,212.5,935.0,255.0,212.5,21.2,4.25,0.2,23,1,1,4,9.0,0.013,1,28,141.7
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,141.6
1116.7,390.85,625.35,0.0,212.17,23.45,33.501,0.14,23,1,1,6,13.0,0.2,1,7,141.4
800.0,200.0,880.0,200.0,200.0,9.6,0.0,0.2,20,1,1,0,0.0,0.0,1,28,141.3
800.0,100.0,980.0,200.0,200.0,9.6,0.0,0.22,20,1,1,0,0.0,0.0,1,90,141.1
1116.7,390.85,625.35,0.0,212.17,23.45,22.334,0.14,23,1,1,6,13.0,0.2,1,28,141.1
960.0,240.0,780.5,0.0,234.0,45.0,4.8,0.2,23,1,1,6,6.0,0.16,1,7,140.6
960.0,240.0,793.9,0.0,234.0,42.0,7.2,0.2,23,1,1,5,13.0,0.018,1,7,140.6
1116.7,390.85,625.35,0.0,212.17,23.45,22.334,0.14,23,1,1,6,13.0,0.2,1,28,140.5
1116.7,390.85,625.35,0.0,212.17,23.45,0.0,0.14,23,1,1,0,0.0,0.0,1,28,140.4
828.0,207.0,911.0,248.0,186.4,21.0,16.56,0.18,23,1,1,4,10.0,0.44,1,7,140.1
936.0,140.4,1170.0,0.0,224.64,28.08,0.0,0.21,23,1,1,0,0.0,0.0,1,28,140.1
1000.0,250.0,1000.0,0.0,200.0,50.0,15.0,0.16,23,1,1,6,12.0,0.2,1,28,140.0
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,139.4
1009.0,0.0,1231.0,0.0,201.8,34.2,0.0,0.2,21,1,1,0,0.0,0.0,1,90,139.3
850.0,212.5,935.0,255.0,212.5,21.2,25.5,0.2,23,1,1,4,10.0,0.44,1,28,139.1
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,139.1
850.0,212.5,935.0,255.0,212.5,21.2,2.55,0.2,23,1,1,3,9.0,0.017,1,28,138.9
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,138.9
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,138.9
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,138.9
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,138.8
950.0,255.0,873.0,0.0,189.0,31.0,0.0,0.16,23,1,1,0,0.0,0.0,1,90,138.7
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,138.7
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,138.4
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,138.4
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,138.0
998.8,176.25,1010.1,0.0,141.0,75.2,0.0,0.12,23,1,1,0,0.0,0.0,1,7,137.9
853.0,170.6,1023.6,255.9,196.19,29.86,0.0,0.19,23,1,1,0,0.0,0.0,1,7,137.9
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,137.9
960.0,240.0,787.1,0.0,234.0,45.0,2.4,0.2,23,1,1,6,6.0,0.16,1,7,137.7
998.8,176.25,981.9,0.0,164.5,50.5,9.988,0.14,23,1,1,5,13.0,0.018,1,7,137.6
960.0,240.0,788.9,0.0,234.0,45.0,4.8,0.2,23,1,1,5,13.0,0.018,1,7,137.4
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,137.4
850.0,212.5,935.0,255.0,212.5,21.2,5.95,0.2,23,1,1,4,9.0,0.013,1,28,137.1
810.0,90.0,1539.0,0.0,162.0,18.0,0.0,0.18,20,1,1,0,0.0,0.0,1,28,137.0
810.0,90.0,1539.0,0.0,162.0,18.0,0.0,0.18,20,1,1,0,0.0,0.0,1,28,137.0
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,136.9
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,136.8
960.0,240.0,793.7,0.0,234.0,45.0,0.0,0.2,23,1,1,0,0.0,0.0,1,28,136.6
960.0,240.0,740.7,0.0,234.0,45.0,156.0,0.2,23,1,1,1,13.0,0.2,1,7,136.6
828.0,207.0,911.0,248.0,186.4,21.0,24.84,0.18,23,1,1,6,12.0,0.2,1,3,136.6
960.0,240.0,960.0,0.0,260.0,24.0,76.8,0.22,23,1,1,6,13.0,0.18,1,28,136.4
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,136.4
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,136.4
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,136.3
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,136.3
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,136.3
960.0,240.0,960.0,0.0,228.0,24.0,76.8,0.19,23,1,1,6,13.0,0.18,1,28,136.1
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,136.1
828.0,207.0,911.0,248.0,186.4,21.0,24.84,0.18,23,1,1,4,10.0,0.44,1,3,136.0
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,135.8
833.0,167.0,836.0,363.0,184.0,24.0,1.666,0.18,23,1,1,3,20.0,0.034,1,28,135.7
756.5,133.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,135.7
833.0,167.0,836.0,363.0,184.0,24.0,1.666,0.18,23,1,1,3,20.0,0.034,1,28,135.6
950.0,255.0,873.0,0.0,189.0,31.0,23.75,0.16,23,1,1,6,13.0,0.2,1,90,135.6
1116.7,390.85,625.35,0.0,212.17,23.45,22.334,0.14,23,1,1,6,13.0,0.2,1,7,135.5
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,135.5
1076.77,286.23,1090.8,0.0,272.6,46.2,32.3031,0.2,23,1,1,6,12.7,0.2,1,28,135.1
828.0,207.0,911.0,248.0,186.4,21.0,8.28,0.18,23,1,1,4,10.0,0.44,1,7,135.1
875.0,150.0,1100.0,0.0,180.0,35.0,8.75,0.18,23,1,1,4,24.0,0.023,1,28,135.1
630.0,70.0,1788.0,0.0,126.0,18.0,0.0,0.18,20,1,1,0,0.0,0.0,1,28,135.0
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,135.0
875.0,150.0,1100.0,0.0,180.0,35.0,6.5625,0.18,23,1,1,4,24.0,0.023,1,28,134.9
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,134.8
788.0,197.0,866.8,315.0,173.0,14.77,0.0,0.18,23,1,1,0,0.0,0.0,1,21,134.7
788.0,197.0,866.8,315.0,173.0,14.77,0.0,0.18,23,1,1,0,0.0,0.0,1,28,134.7
801.0,89.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,134.6
958.55,50.45,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,134.2
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,134.2
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,134.1
960.0,240.0,791.3,0.0,234.0,45.0,2.4,0.2,23,1,1,5,13.0,0.018,1,7,134.0
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,134.0
863.0,216.0,1079.0,0.0,194.22,43.16,0.0,0.18,23,1,1,0,0.0,0.0,1,28,133.6
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,133.1
900.0,220.0,1005.0,0.0,163.0,40.0,156.0,0.15,23,1,1,1,13.0,0.2,1,14,132.9
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,132.9
958.55,50.45,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,132.8
958.55,50.45,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,132.8
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,132.8
960.0,240.0,960.0,0.0,286.0,24.0,76.8,0.24,23,1,1,6,13.0,0.18,1,28,132.6
850.0,150.0,1224.0,0.0,180.0,11.99,0.0,0.18,23,1,1,0,0.0,0.0,1,28,132.59
950.0,255.0,873.0,0.0,189.0,31.0,0.0,0.16,23,1,1,0,0.0,0.0,1,28,132.5
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,132.5
960.0,240.0,706.2,0.0,234.0,57.0,156.0,0.2,23,1,1,1,13.0,0.2,1,7,132.4
788.0,197.0,866.8,315.0,173.0,14.77,15.76,0.18,23,1,1,6,6.0,0.16,1,7,132.4
874.9,43.7,1273.4,0.0,202.1,45.9,117.0,0.22,21,1,1,1,13.0,0.2,1,28,132.22
850.0,212.5,935.0,255.0,212.5,21.2,17.0,0.2,23,1,1,4,10.0,0.44,1,28,132.1
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,132.1
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,131.8
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,131.7
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,131.7
998.8,176.25,998.0,0.0,164.5,49.4,4.994,0.14,23,1,1,5,13.0,0.018,1,7,131.6
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,131.4
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,131.2
850.0,212.5,935.0,255.0,212.5,21.2,25.5,0.2,23,1,1,4,10.0,0.44,1,28,131.1
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,90,131.1
950.0,255.0,873.0,0.0,189.0,31.0,23.75,0.16,23,1,1,6,13.0,0.2,1,28,130.8
875.0,150.0,1100.0,0.0,180.0,35.0,6.5625,0.18,23,1,1,4,24.0,0.023,1,28,130.8
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,130.7
890.0,222.0,799.0,0.0,222.0,29.7,117.0,0.2,23,1,1,1,13.0,0.2,1,28,130.3
720.0,80.0,1422.9,0.0,160.0,29.6,0.0,0.2,23,1,1,0,0.0,0.0,1,90,130.3
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,130.3
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,130.2
875.0,150.0,1100.0,0.0,180.0,35.0,8.75,0.18,23,1,1,4,24.0,0.023,1,28,130.1
960.0,240.0,720.7,0.0,234.0,57.0,117.0,0.2,23,1,1,1,13.0,0.2,1,7,130.0
800.0,267.0,1067.0,0.0,175.0,21.3,78.0,0.16,20,1,1,1,13.0,0.2,1,28,129.96
850.0,150.0,1173.0,0.0,200.0,14.03,0.0,0.2,23,1,1,0,0.0,0.0,1,28,129.95
875.0,150.0,1100.0,0.0,180.0,35.0,6.5625,0.18,23,1,1,4,24.0,0.023,1,28,129.8
1009.0,0.0,1456.8,0.0,201.8,34.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,129.7
1116.7,390.85,625.35,0.0,212.17,23.45,44.668,0.14,23,1,1,6,13.0,0.2,1,28,129.6
1000.0,250.0,1000.0,0.0,200.0,50.0,10.0,0.16,23,1,1,6,12.0,0.2,1,28,129.5
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,129.5
1009.0,0.0,1231.0,0.0,201.8,34.2,0.0,0.2,21,1,1,0,0.0,0.0,1,56,129.3
960.0,240.0,754.0,0.0,234.0,45.0,117.0,0.2,23,1,1,1,13.0,0.2,1,7,129.2
958.55,50.45,1231.0,0.0,201.8,34.2,0.0,0.2,21,1,1,0,0.0,0.0,1,56,129.0
828.0,207.0,911.0,248.0,186.4,21.0,16.56,0.18,23,1,1,4,10.0,0.44,1,3,129.0
998.8,176.25,1013.9,0.0,164.5,49.4,0.0,0.14,23,1,1,0,0.0,0.0,1,7,129.0
850.34,149.66,1224.49,0.0,180.0,11.99,0.0,0.18,23,1,1,0,0.0,0.0,1,7,128.9
1076.77,286.23,1090.8,0.0,272.6,46.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,128.7
720.0,180.0,1353.6,0.0,162.0,10.8,0.0,0.18,23,1,1,0,0.0,0.0,1,28,128.2
850.0,150.0,1173.0,0.0,200.0,11.99,0.0,0.2,23,1,1,0,0.0,0.0,1,28,128.1
800.0,267.0,1067.0,0.0,175.0,21.3,8.0,0.16,23,1,1,6,13.0,0.2,1,7,128.1
801.0,89.0,1231.0,0.0,178.0,30.2,0.0,0.2,21,1,1,0,0.0,0.0,1,90,127.6
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,127.6
845.5,44.5,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,7,127.5
712.0,178.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,28,127.5
801.0,89.0,1231.0,0.0,178.0,30.2,0.0,0.2,21,1,1,0,0.0,0.0,1,56,127.4
960.0,240.0,764.7,0.0,234.0,45.0,78.0,0.2,23,1,1,1,13.0,0.2,1,7,127.4
850.0,212.5,935.0,255.0,212.5,21.2,8.5,0.2,23,1,1,4,10.0,0.44,1,28,127.4
720.0,180.0,1296.0,0.0,180.0,12.6,0.0,0.2,23,1,1,0,0.0,0.0,1,28,127.32
850.0,150.0,1181.5,0.0,200.0,10.03,0.0,0.2,23,1,1,0,0.0,0.0,1,28,127.32
960.0,240.0,767.2,0.0,234.0,45.0,78.0,0.2,23,1,1,1,13.0,0.2,1,7,126.9
890.0,0.0,1401.2,0.0,178.0,30.2,0.0,0.2,23,1,1,0,0.0,0.0,1,56,126.8
800.0,200.0,1160.0,0.0,200.0,12.0,0.0,0.2,23,1,1,0,0.0,0.0,1,28,126.6
800.0,267.0,1067.0,0.0,175.0,21.3,8.0,0.16,23,1,1,6,13.0,0.2,1,28,126.6
809.0,270.0,1079.0,0.0,177.0,21.6,0.0,0.16,23,1,1,0,0.0,0.0,1,90,126.5
